Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Hombegowda Nagara,12.9505957757457,77.5948740249626,Swathi Deluxe,12.95405789510046,77.59242403337022,Indian Restaurant
Jayanagar,12.9376337000747,77.5894196695984,Café Toscano,12.937023965911811,77.5850801295083,Bistro
Jayanagar,12.9376337000747,77.5894196695984,Fab India,12.937257866283808,77.58524543144964,Boutique
Jayanagar,12.9376337000747,77.5894196695984,Helios,12.938120429161511,77.58515100625296,Shop & Service
Jayanagar,12.9376337000747,77.5894196695984,McDonald's,12.935646740533977,77.59279336145649,Fast Food Restaurant
Hanumanth Nagar,12.9471215024395,77.5598838663128,K H Kala Soudha,12.944178547577048,77.56308480852299,Art Gallery
Hanumanth Nagar,12.9471215024395,77.5598838663128,Mangala Hotel,12.944308250059997,77.56001569358078,Breakfast Spot
Hanumanth Nagar,12.9471215024395,77.5598838663128,K. H. Kalasouda,12.944027226989919,77.56105472331126,Theater
Hanumanth Nagar,12.9471215024395,77.5598838663128,Brahmins Coffee Bar,12.943772312707365,77.56011434933932,South Indian Restaurant
Hanumanth Nagar,12.9471215024395,77.5598838663128,Ramanjaneya Gudda,12.942893927584926,77.56104492778496,Park
Hanumanth Nagar,12.9471215024395,77.5598838663128,The Kaggis Bake Shop & Cafe,12.942870080194451,77.56102835854486,Bakery
Srinagar,12.9453275336224,77.5534943697637,Barista,12.943336934688098,77.55250151104914,Coffee Shop
Srinagar,12.9453275336224,77.5534943697637,Cafe Coffee Day,12.943156242129977,77.55242314093947,Café
Srinagar,12.9453275336224,77.5534943697637,1966 Vadapav,12.942223385611813,77.5547742206835,Fast Food Restaurant
Srinagar,12.9453275336224,77.5534943697637,Matru Sagar,12.94420186363616,77.55705808006482,Fast Food Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,South Kitchen,12.937889968186969,77.56871372271516,Breakfast Spot
Basavanagudi,12.9373753661626,77.5687334210958,Dwaraka Hotel,12.93782284520445,77.56774160202704,Indian Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,UD - Upahara Darshini,12.939425484210648,77.57138548760742,Indian Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,Krishna Rao Park,12.93581935977021,77.56729682526243,Park
Basavanagudi,12.9373753661626,77.5687334210958,Sri Guru Kottureshwara Davangere Benne Dose Hotel,12.938810170494127,77.5708674119335,Fast Food Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,Harshi super sandwich,12.938899871400027,77.57061404688208,Sandwich Place
Basavanagudi,12.9373753661626,77.5687334210958,Puliyogere Point,12.940677264715706,77.57040942849967,Indian Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,Kamat Bugle Rock,12.939907196342359,77.5667547457004,Indian Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,Srinivasa Cool Corner,12.938406171592048,77.57014153341257,Fast Food Restaurant
Basavanagudi,12.9373753661626,77.5687334210958,Netkallappa Circle,12.937044814121018,77.57154384206305,Plaza
Basavanagudi,12.9373753661626,77.5687334210958,APS Grounds,12.939570096084193,77.56863900193791,Playground
Basavanagudi,12.9373753661626,77.5687334210958,BMSET Boy's Mess,12.939897864763598,77.56492808623015,Diner
Girinagar,12.9376240163993,77.5455754936583,Slv supreme fastfood,12.934932251251041,77.54731217337678,Breakfast Spot
Girinagar,12.9376240163993,77.5455754936583,Utsav,12.937115343179576,77.54936666444894,Indian Restaurant
Girinagar,12.9376240163993,77.5455754936583,More Department store,12.941753228862204,77.54474820594487,Department Store
Katriguppe,12.9316414559219,77.5522232871992,Adyar Ananda Bhavan,12.929355886378815,77.55216165222299,Fast Food Restaurant
Katriguppe,12.9316414559219,77.5522232871992,S V bakery,12.932136751518408,77.55102366558278,Bakery
Katriguppe,12.9316414559219,77.5522232871992,Corner Adda,12.932192230333511,77.55107447757649,Smoke Shop
Katriguppe,12.9316414559219,77.5522232871992,kachori point,12.93031120300293,77.55378723144531,Burger Joint
Katriguppe,12.9316414559219,77.5522232871992,"Central mall, JP Nagar",12.931189959464866,77.5487732730258,Shopping Mall
Katriguppe,12.9316414559219,77.5522232871992,Adidas Factory Outlet,12.932903756383174,77.5486389198201,Sporting Goods Shop
Katriguppe,12.9316414559219,77.5522232871992,Pai International Electronics Ltd,12.927638235385622,77.55112767219543,Electronics Store
Katriguppe,12.9316414559219,77.5522232871992,Levi's Store,12.927484715251742,77.55085572738028,Clothing Store
Vidyapeeta ward,12.9342004520233,77.5594762586734,cafe coffee day,12.930137421121257,77.55976438522339,Café
Vidyapeeta ward,12.9342004520233,77.5594762586734,Vidyapeeta Circle,12.936095327361775,77.56308862732949,Intersection
Vidyapeeta ward,12.9342004520233,77.5594762586734,South India Shopping Mall,12.936092736609622,77.56318065569748,Shopping Mall
Hosakerehalli,12.9277969317167,77.5395058294504,Domino's Pizza,12.925,77.542,Pizza Place
Hosakerehalli,12.9277969317167,77.5395058294504,Shridhars Mask Making Studio,12.929171562194824,77.53827667236328,Art Gallery
Hosakerehalli,12.9277969317167,77.5395058294504,Axis Bank ATM,12.929667,77.5386722,ATM
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Vinny's,12.92443909349938,77.56484835514232,Pizza Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Ibaco,12.925807739871065,77.56433981372709,Ice Cream Shop
Ganesh Mandir ward,12.9248031449056,77.5640458573888,SLV Coffee bar,12.924121068866075,77.56651085293741,Fast Food Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Casablanca,12.92626050831024,77.56434254457193,Burger Joint
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Poonam Sweet Centre,12.924889627385436,77.56492634911892,Fast Food Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Anand Sweets And Savouries,12.926310395077955,77.5645978480224,Snack Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Hara,12.924390740165533,77.56513666587851,Indian Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Roving Feast,12.924467942925864,77.5650192771883,Indian Chinese Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Smacznego,12.92402228255212,77.56421469013702,Fast Food Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,SLV Swadista,12.926623080501914,77.56463402290825,Indian Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Domino's Pizza,12.924333719545517,77.5654659183963,Pizza Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,J Cubez,12.925806523905111,77.56402306251381,Pub
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Banashankari BDA Shopping Complex,12.925118110624176,77.56461381912231,Shopping Mall
Ganesh Mandir ward,12.9248031449056,77.5640458573888,McDonald's,12.924456204852282,77.56496838639369,Fast Food Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Cafe Coffee Day,12.925870490866172,77.56414217222608,Café
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Jalsa,12.926182696472038,77.56465331181002,Indian Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Gustoes,12.927094644003276,77.56146154456184,Arcade
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Pizza Hut,12.924515007459718,77.56449671551313,Pizza Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,The Platter,12.927046301156498,77.56153917171547,Asian Restaurant
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Chocolateria San Churro,12.927783411142952,77.56207842869215,Dessert Shop
Ganesh Mandir ward,12.9248031449056,77.5640458573888,ravi gobi,12.925828769316855,77.56418924687388,Snack Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Greenmart Supermarket,12.924080280856126,77.56426760885218,Department Store
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Megamart,12.923020190873505,77.56038875604312,Shopping Mall
Ganesh Mandir ward,12.9248031449056,77.5640458573888,nandi chats,12.926121054329563,77.56106032075202,Snack Place
Ganesh Mandir ward,12.9248031449056,77.5640458573888,Penthouse Cafe,12.925759,77.56084,Café
Ganesh Mandir ward,12.9248031449056,77.5640458573888,heritage fresh,12.92729108418725,77.56140176411597,Department Store
Karisandra,12.9243524235242,77.5740169457256,Corner House,12.922646994597416,77.57356049304346,Ice Cream Shop
Karisandra,12.9243524235242,77.5740169457256,Natural Ice Cream,12.923862865279158,77.57651335842165,Ice Cream Shop
Karisandra,12.9243524235242,77.5740169457256,Stoned Monkey,12.923578781425212,77.56968858452328,Ice Cream Shop
Karisandra,12.9243524235242,77.5740169457256,Eurasia,12.927330954461297,77.57713492102685,Italian Restaurant
Karisandra,12.9243524235242,77.5740169457256,Pure and Natural,12.92434114972981,77.57800196839275,Salad Place
Karisandra,12.9243524235242,77.5740169457256,Little Italy,12.927385559283024,77.57710955924806,Italian Restaurant
Karisandra,12.9243524235242,77.5740169457256,The Krishna Grand,12.921366752370881,77.57122480945641,Indian Restaurant
Karisandra,12.9243524235242,77.5740169457256,Jalpaan,12.925178731378228,77.57691211340907,Indian Restaurant
Karisandra,12.9243524235242,77.5740169457256,Namma MTR,12.92848962621496,77.57359602448304,Ice Cream Shop
Karisandra,12.9243524235242,77.5740169457256,Figurine fitness,12.923267329846261,77.57479001066615,Gym
Karisandra,12.9243524235242,77.5740169457256,Upahar Sagara,12.92376170330829,77.57355844974326,Restaurant
Karisandra,12.9243524235242,77.5740169457256,Eat Street - Jalpaan,12.925295251687801,77.57697226045642,Indian Restaurant
Karisandra,12.9243524235242,77.5740169457256,Pogo Chats,12.927440040019768,77.5760884520387,Snack Place
Karisandra,12.9243524235242,77.5740169457256,Bangalore Vihar Kendra,12.925302017152614,77.57030131841304,Diner
Karisandra,12.9243524235242,77.5740169457256,Bda Complex rasoi,12.922635455777638,77.57056437635961,Diner
Karisandra,12.9243524235242,77.5740169457256,Krishna Grand Express,12.924346,77.578027,South Indian Restaurant
Karisandra,12.9243524235242,77.5740169457256,Kadamba,12.92163027446391,77.57041325803947,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,South Thindies,12.938533002449914,77.57543728531792,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,Adyar Anand Bhavan,12.936672527626115,77.57800418548804,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,Vaibhav Restaurant,12.93682616763877,77.5754390966951,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,Ragoo's,12.93375645334808,77.57379604285563,Italian Restaurant
Yediyur,12.934251739139,77.5760804828518,Yediyur Lake,12.933692704981652,77.57663011550903,Lake
Yediyur,12.934251739139,77.5760804828518,Reliance Digital,12.93361730896018,77.5782095806773,Electronics Store
Yediyur,12.934251739139,77.5760804828518,Gandharva,12.936694520625107,77.57653298886105,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,Reliance Fresh,12.936583454827986,77.5752265572728,Department Store
Yediyur,12.934251739139,77.5760804828518,Presto,12.937155771342617,77.57527707138578,Indian Restaurant
Yediyur,12.934251739139,77.5760804828518,Thindi Katte,12.937157972239667,77.57539445936543,Indian Restaurant
Banashankari Temple ward,12.9133515290769,77.5698323279022,Wine Baron,12.914514533359469,77.57282553009868,Liquor Store
Banashankari Temple ward,12.9133515290769,77.5698323279022,Banashankari Metro Station,12.915297,77.573656,Metro Station
Banashankari Temple ward,12.9133515290769,77.5698323279022,cuppa @ dsi,12.9094,77.5679,Café
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Tree Shade,12.90687039145804,77.56334272781385,Burger Joint
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Polar Bear,12.908911705653743,77.56256005172379,Ice Cream Shop
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Slv refreshment,12.905312892826212,77.56277312464276,Breakfast Spot
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Cafe Coffee Day,12.908553616213238,77.56617066882794,Café
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Njac,12.907779799559522,77.56321907043457,Café
Kumaraswamy Layout,12.9069901964838,77.5618576805592,hari super sandwich,12.907077316693844,77.56385900651286,Sandwich Place
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Roll N Rock,12.90775860626229,77.56394296601792,Fast Food Restaurant
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Stop N Joy,12.906862278935467,77.55948183150616,Sandwich Place
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Srinivasa Theatre,12.909049673424697,77.55900044388788,Movie Theater
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Chai shop near bangalore airport,12.90570484769151,77.56525272624198,Food Truck
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Cantonment Bread Omlette Wagon,12.90570484769151,77.56525272624198,Food Truck
Kumaraswamy Layout,12.9069901964838,77.5618576805592,Moksha,12.903011030243192,77.56021499633789,Chinese Restaurant
Padmanabha Nagar,12.9135013256266,77.5560571929402,Hatti Kaapi,12.913780733053398,77.55547393738979,Café
Padmanabha Nagar,12.9135013256266,77.5560571929402,Loki chai shop,12.916558852128867,77.55475182967763,Coffee Shop
Lakkasandra,12.9411090124204,77.6048043772362,Marble Centre MCI,12.942329742347692,77.60287284851074,Furniture / Home Store
Lakkasandra,12.9411090124204,77.6048043772362,Bharathi Refreshments(South Indian Food) - Adugodi,12.943388395833685,77.60783965541884,Fast Food Restaurant
Lakkasandra,12.9411090124204,77.6048043772362,adigas,12.940588803160255,77.60877963245701,Indian Restaurant
Lakkasandra,12.9411090124204,77.6048043772362,Salt N Pepper,12.944670891682877,77.60266404624039,Restaurant
Adugodi,12.9432388832612,77.6130791124901,Bayleaf,12.94048022713192,77.61664044296613,Indian Restaurant
Adugodi,12.9432388832612,77.6130791124901,CCD,12.945474482977096,77.61092252699274,Café
Ejipura,12.9423159169765,77.6270336149298,Peppers,12.943494620692814,77.62840055069803,Indian Restaurant
Ejipura,12.9423159169765,77.6270336149298,Fitness Cafe,12.943174546076301,77.62897592325405,Gym / Fitness Center
Ejipura,12.9423159169765,77.6270336149298,Marks & Spencer,12.938554274857314,77.62897365578651,Clothing Store
Ejipura,12.9423159169765,77.6270336149298,Domino's Pizza,12.940170446926473,77.62513326539266,Pizza Place
Ejipura,12.9423159169765,77.6270336149298,Chai Point,12.938738031326512,77.62593279542986,Café
Ejipura,12.9423159169765,77.6270336149298,Pizza Hut,12.939886421356348,77.62537558723905,Pizza Place
Ejipura,12.9423159169765,77.6270336149298,Builders NGV Club,12.942139087576845,77.62565749024039,General Entertainment
Ejipura,12.9423159169765,77.6270336149298,Baskins Robbins,12.938254135293356,77.62623212633954,Ice Cream Shop
Ejipura,12.9423159169765,77.6270336149298,Carrots,12.93889255041211,77.62581112339912,Vegetarian / Vegan Restaurant
Ejipura,12.9423159169765,77.6270336149298,Papa Johns,12.942396300164294,77.6228198602275,Pizza Place
Ejipura,12.9423159169765,77.6270336149298,Eat Street,12.9394308416994,77.62593665479568,Food Court
Ejipura,12.9423159169765,77.6270336149298,chai point,12.938753473765624,77.62589927032616,Tea Room
Koramangala,12.9313404051701,77.6246494460865,Cake Walk,12.933662058484686,77.62684576441147,Bakery
Koramangala,12.9313404051701,77.6246494460865,Chianti,12.933537109665405,77.6218620764095,Italian Restaurant
Koramangala,12.9313404051701,77.6246494460865,a 1oōo yoga,12.933552473024575,77.62176581506846,Yoga Studio
Koramangala,12.9313404051701,77.6246494460865,The Hole in the Wall Cafe,12.934609045102926,77.62552918399028,Breakfast Spot
Koramangala,12.9313404051701,77.6246494460865,Ooty Chocolates,12.934957208807058,77.62470384746618,Candy Store
Koramangala,12.9313404051701,77.6246494460865,Ibaco,12.933792011419657,77.62663143399512,Ice Cream Shop
Koramangala,12.9313404051701,77.6246494460865,Kargeens,12.935270522729706,77.62417468483564,Café
Koramangala,12.9313404051701,77.6246494460865,Onestà,12.93361066169291,77.62698962902192,Pizza Place
Koramangala,12.9313404051701,77.6246494460865,Gold's Gym,12.933582851700306,77.6215586723311,Gym
Koramangala,12.9313404051701,77.6246494460865,Cafe D'hide,12.93357543894524,77.62244184849017,Café
Koramangala,12.9313404051701,77.6246494460865,Grand Mercure Bangalore,12.928977,77.627413,Hotel
Koramangala,12.9313404051701,77.6246494460865,TimTai,12.933726701576264,77.62257092482736,Thai Restaurant
Koramangala,12.9313404051701,77.6246494460865,Bon South,12.933607097271379,77.62231245268157,Indian Restaurant
Koramangala,12.9313404051701,77.6246494460865,Nagarjuna,12.933693481714693,77.62115620899334,Andhra Restaurant
Koramangala,12.9313404051701,77.6246494460865,Om Made Cafe,12.933790479359715,77.62146627154289,Café
Koramangala,12.9313404051701,77.6246494460865,The Flying Squirrel - Micro Roastery & Cafe,12.93361977348849,77.6214462332161,Coffee Shop
Koramangala,12.9313404051701,77.6246494460865,Over The Top,12.934432960693455,77.6234803949894,Lounge
Koramangala,12.9313404051701,77.6246494460865,By The Blue,12.929157543698361,77.62828007053234,Indian Restaurant
Koramangala,12.9313404051701,77.6246494460865,Cafe Coffee Day,12.93438002601041,77.62565032691057,Coffee Shop
Koramangala,12.9313404051701,77.6246494460865,Gilly’s Redefined,12.933387554638834,77.62352536231694,Pub
Koramangala,12.9313404051701,77.6246494460865,BonSouth,12.933680836553842,77.62234578225225,Indian Restaurant
Koramangala,12.9313404051701,77.6246494460865,Smoked Out,12.934276026828355,77.6257525903187,BBQ Joint
Koramangala,12.9313404051701,77.6246494460865,Cafe Coffee Day Lounge,12.93264235091151,77.62306067263394,Coffee Shop
Koramangala,12.9313404051701,77.6246494460865,Daily Bread,12.931347671201502,77.62305397027329,American Restaurant
Koramangala,12.9313404051701,77.6246494460865,Cafe 132,12.933548952528009,77.62214442481894,Café
Koramangala,12.9313404051701,77.6246494460865,Anjappar,12.932162461291599,77.62288892012221,Indian Restaurant
Koramangala,12.9313404051701,77.6246494460865,Mr Beans The Coffee Lounge,12.929124087031168,77.62170726370013,Café
Koramangala,12.9313404051701,77.6246494460865,Bar code,12.932128275265343,77.62295890592536,Pub
Koramangala,12.9313404051701,77.6246494460865,Enigma - The Pub,12.934193313970827,77.62364843581581,Pub
Koramangala,12.9313404051701,77.6246494460865,Hokey Pokey Icecream,12.933618773987817,77.62082581318481,Ice Cream Shop
Koramangala,12.9313404051701,77.6246494460865,Brooks And Bonds,12.934148240772732,77.62339561196282,Brewery
Koramangala,12.9313404051701,77.6246494460865,Pizza Stop,12.931448753013768,77.62850520012036,Pizza Place
Koramangala,12.9313404051701,77.6246494460865,Java City,12.93355838341186,77.62129618411687,Café
Koramangala,12.9313404051701,77.6246494460865,Arafa Juice Center,12.934802515015987,77.6232587639806,Juice Bar
Koramangala,12.9313404051701,77.6246494460865,Dalma,12.935221541499534,77.62437464651263,Indian Restaurant
Suddagunte Palya,12.92997135113,77.6082147179137,Jose Chettan's Mess,12.931110108338089,77.60815202959492,Indian Restaurant
Suddagunte Palya,12.92997135113,77.6082147179137,Top in Town,12.929656408238262,77.60917067527771,Bakery
Suddagunte Palya,12.92997135113,77.6082147179137,Forking Rolls,12.929744337602916,77.61095050184777,Diner
Suddagunte Palya,12.92997135113,77.6082147179137,Sreeraj Lassi Bar,12.931377814104724,77.60735287851492,Dessert Shop
Suddagunte Palya,12.92997135113,77.6082147179137,Kenz Restaurant,12.928658,77.606553,Asian Restaurant
Suddagunte Palya,12.92997135113,77.6082147179137,New Matha Kerala Mess,12.928779423297833,77.61052654666214,Breakfast Spot
Suddagunte Palya,12.92997135113,77.6082147179137,Balaji Theater,12.925573069469683,77.60794500352391,Indie Movie Theater
Sarakki,12.9079402946364,77.5829497522443,The Pump House,12.906654113952998,77.58218444836054,Brewery
Sarakki,12.9079402946364,77.5829497522443,S N Refreshments,12.9083716531078,77.58722416064232,Snack Place
Sarakki,12.9079402946364,77.5829497522443,Paradise,12.910401106721118,77.585888749444,Hyderabadi Restaurant
Sarakki,12.9079402946364,77.5829497522443,McDonald's,12.906195432655993,77.58557459049263,Fast Food Restaurant
Sarakki,12.9079402946364,77.5829497522443,24th Main,12.908630019592398,77.5857480645687,Indian Restaurant
Sarakki,12.9079402946364,77.5829497522443,KFC,12.911337784891616,77.58575353644773,Fast Food Restaurant
Sarakki,12.9079402946364,77.5829497522443,Chung Wah OPUS,12.906572714496509,77.58442487775667,Chinese Restaurant
Sarakki,12.9079402946364,77.5829497522443,Hug In A Mug,12.906592450714912,77.5814611544856,Café
Sarakki,12.9079402946364,77.5829497522443,Underpass,12.906408,77.58143,Pub
Sarakki,12.9079402946364,77.5829497522443,Reliance Digital,12.91048465740822,77.58610543933177,Electronics Store
Sarakki,12.9079402946364,77.5829497522443,Cross Roads Inn Bangalore,12.908481404357046,77.5859829812204,Hotel
Sarakki,12.9079402946364,77.5829497522443,Nandhini Paradise,12.90552449999905,77.58564495605476,Indian Restaurant
Sarakki,12.9079402946364,77.5829497522443,The French Loaf,12.91061600932806,77.58048177462216,Bakery
Sarakki,12.9079402946364,77.5829497522443,Shell,12.90678015,77.5792605,Gas Station
Sarakki,12.9079402946364,77.5829497522443,Rajwada,12.910514029009233,77.58593261533458,Fast Food Restaurant
Sarakki,12.9079402946364,77.5829497522443,Vinaya Cafe,12.904565813699513,77.5799668972354,Snack Place
Jakkasandra,12.9205909717835,77.6309886977238,Ajeet Punjabi Food,12.919163524172005,77.62980397332188,Diner
Jakkasandra,12.9205909717835,77.6309886977238,Priya Bakery,12.919231408338682,77.62962909607266,Bakery
Jakkasandra,12.9205909717835,77.6309886977238,New Sagar Veg & Non-Veg Restaurant,12.919246969658367,77.62962084217942,Indian Restaurant
Jakkasandra,12.9205909717835,77.6309886977238,Park,12.91922876847344,77.62961771257552,Park
Jakkasandra,12.9205909717835,77.6309886977238,New Sapna Stores,12.918159307969852,77.63262784626278,Department Store
Jakkasandra,12.9205909717835,77.6309886977238,Kerala Mess,12.921727998274157,77.6338875434077,Indian Restaurant
Jakkasandra,12.9205909717835,77.6309886977238,New Udupi Grand,12.916933,77.62993,Fast Food Restaurant
Jakkasandra,12.9205909717835,77.6309886977238,Zero Mile Punjab,12.916699,77.63039,Punjabi Restaurant
Jakkasandra,12.9205909717835,77.6309886977238,Madhuloka - The Liquor Boutique,12.916873931884766,77.62883758544922,Liquor Store
BTM Layout,12.9118377209653,77.6093452875564,Core Fitness,12.913980437677816,77.60938154390725,Gym
BTM Layout,12.9118377209653,77.6093452875564,Ginger Tea House,12.912497546997349,77.60637334170193,Bakery
BTM Layout,12.9118377209653,77.6093452875564,Gelato Italiano,12.914058440666066,77.60985388233051,Ice Cream Shop
BTM Layout,12.9118377209653,77.6093452875564,Flavours of China,12.913776163475877,77.60766226436323,Chinese Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Balaji's Veg,12.913809983666008,77.6081796888305,Vegetarian / Vegan Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Momoz,12.913854447261592,77.60892801164833,Dim Sum Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Amma's Pastries,12.913940673133226,77.609944148674,Bakery
BTM Layout,12.9118377209653,77.6093452875564,Baskin-Robbins,12.913696604939178,77.60702243283617,Ice Cream Shop
BTM Layout,12.9118377209653,77.6093452875564,Disney Bakery,12.913696605062817,77.60722453506158,Bakery
BTM Layout,12.9118377209653,77.6093452875564,Marwa Restuarant,12.914572061318863,77.6100918571155,Indian Restaurant
BTM Layout,12.9118377209653,77.6093452875564,McDonald's,12.915873694787143,77.61011931804437,Fast Food Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Beijing Bites,12.913109146733584,77.61006995312864,Chinese Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Cafe Coffee Day,12.912062368073105,77.60615551029039,Café
BTM Layout,12.9118377209653,77.6093452875564,Cafe Coffee Day,12.914730536317068,77.6100664930708,Coffee Shop
BTM Layout,12.9118377209653,77.6093452875564,Nandi Chat House,12.913761726965527,77.607803287084,Snack Place
BTM Layout,12.9118377209653,77.6093452875564,Laddoos,12.913935949778182,77.60974042756658,Snack Place
BTM Layout,12.9118377209653,77.6093452875564,Leo's Paratha Rolls,12.913787269436522,77.60781464804911,Snack Place
BTM Layout,12.9118377209653,77.6093452875564,Faaso's,12.91370875021411,77.60711484114036,Fast Food Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Shaan-e-Punjab,12.914004431026989,77.60990519684091,Indian Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Subway,12.91398050905831,77.60989936445148,Sandwich Place
BTM Layout,12.9118377209653,77.6093452875564,Mast Kalandar,12.91098100453867,77.60998771522982,Vegetarian / Vegan Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Golmaal Paratha,12.913876572503353,77.60901553628965,Indian Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Swadishta Aahar,12.913976250247863,77.61002270984167,Indian Restaurant
BTM Layout,12.9118377209653,77.6093452875564,Cuppa,12.913754233474105,77.60781136005453,Coffee Shop
BTM Layout,12.9118377209653,77.6093452875564,Lassi Shop,12.913702,77.60709,Coffee Shop
BTM Layout,12.9118377209653,77.6093452875564,99 Dosa Point,12.909236955125843,77.60643527035984,Food Truck
BTM Layout,12.9118377209653,77.6093452875564,Madivala Lake,12.909888861864992,77.61348499489384,Lake
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Brahmin's Tiffin And Coffee,12.923314234168767,77.58575748058755,South Indian Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Corner House,12.922900037024721,77.58494023490222,Ice Cream Shop
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Krazzy Folds,12.927194755270996,77.58610037137068,Mexican Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Cool Joint,12.928587078677822,77.58600576221922,Sandwich Place
Pattabhiram Nagar,12.9245450128768,77.5875454398899,1947,12.92764238042907,77.5862157482534,Indian Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Baskin-Robbins,12.925603506503991,77.58599252767569,Ice Cream Shop
Pattabhiram Nagar,12.9245450128768,77.5875454398899,GRT Jewellery,12.926254766614196,77.58588430135373,Jewelry Store
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Sichaun Court,12.92725563730102,77.58623108149611,Chinese Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Tangra,12.923370898814596,77.58534946579694,Chinese Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,The Sofraah,12.923417198731041,77.58526238478949,Indian Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Caffe Pascucci,12.92724075344209,77.58623727743417,Café
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Once Upon a Rooftop,12.92543119416865,77.58366098334108,Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Lakshmi medicals,12.923465898841771,77.58832454681396,Pharmacy
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Starbucks,12.924623871845903,77.5838051373744,Coffee Shop
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Domino's Pizza,12.922006719085365,77.58593261533458,Pizza Place
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Sri Venkateshwara Sweet-Meat Stall,12.924863492557895,77.5837522039717,Fast Food Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Ibaco,12.926241413221982,77.5871766716795,Ice Cream Shop
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Meghana Foods,12.926236959366587,77.58458376327353,Indian Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Cafe Coffee Day Lounge,12.927606864694344,77.58652210235596,Café
Pattabhiram Nagar,12.9245450128768,77.5875454398899,Burger King,12.928014573541478,77.58624040649727,Fast Food Restaurant
Pattabhiram Nagar,12.9245450128768,77.5875454398899,La Casa,12.926091207050057,77.58485848212288,Gastropub
